#,Company_Name,Aktenzeichen,Date_Incorporation,CMP_Status,Amtsgericht,Street,Postcode,City,Industry,WZ2008,Startup_Website,LinkedIn_URL,Crunchbase_URL,Northdata_URL,Comment,Founding_Team_Size
12332,Trust Fractal GmbH,HRB 190528 B,2017-10-19,A,Charlottenburg (Berlin),Wiener Straße 10,D-10999,Berlin,Finanzbereich,64,https://www.trustfractal.com/,https://www.linkedin.com/company/fractalprotocol/,,,,0
12333,3R Entwicklungs und Vertriebs GmbH,HRB 16556 FF,2017-10-18,IL,Frankfurt/Oder,Mahlsdorfer Straße 61 b,D-15366,Hoppegarten,Industrie,28,,,,,,0
12334,Barvida GmbH,HRB 42746,2017-10-18,A,Bielefeld,Bleichstraße 229,D-33607,Bielefeld,Software,56,https://barvida.de,,,,,0
12335,Dialogue Tech FMC GmbH,HRB 148556,2017-10-18,IL,Hamburg,Paul-Roosen-Straße 7,D-22767,Hamburg,Software,62,https://www.dialogue-technologies.com/,,,,,0
12336,e.GO Digital GmbH,HRB 21527,2017-10-18,A,Aachen,Campus-Boulevard 30,D-52074,Aachen,Dienstleistung,70,https://www.e-go-digital.com/,,,,,0
12337,Foodstarz Media UG (haftungsbeschränkt),HRB 148561,2017-10-18,IL,Hamburg,Wedeler Landstraße 139,D-22559,Hamburg,Lebensmittel,62,https://foodstarz.com/,https://www.linkedin.com/company/foodstarz-media-ug/,,,,0
12338,Himmel Foods GmbH,HRB 236417,2017-10-18,IL,München,Emanuelstraße 4,D-80796,München,Lebensmittel,10,,,,,,0
12339,Qbing Industrial Solutions GmbH,HRB 104232,2017-10-18,A,Saarbrücken,Hauerstraße 12,D-66299,Friedrichsthal,Industrie,26,https://qbing-industrial-solutions.com/,,,,,0
12340,The FFanatics GmbH,HRB 236437,2017-10-18,A,München,Pappenheimstraße 3,D-80335,München,eCommerce,62,https://www.theffanatics.com/,https://www.linkedin.com/company/wtalkfashion/,,,,0
12341,Tiwegu GmbH,HRB 17492,2017-10-18,A,Memmingen,Schlingener Straße 4,D-86842,Türkheim,eCommerce,32,https://tiwegu.de,,,,,0
12342,Wingcopter GmbH,HRB 97090,2017-10-18,A,Darmstadt,Feldstraße 16,D-64331,Weiterstadt,Mobilität,51,https://wingcopter.com/,https://www.linkedin.com/company/wingcopter/,,,,0
12343,4GENE GmbH,HRB 766873,2017-10-17,A,Stuttgart,Lise-Meitner-Straße 30,D-85354,Freising,eCommerce,32,https://www.4gene.de/,,,,,0
12344,AEKI GmbH,HRB 190429 B,2017-10-17,LQ,Charlottenburg (Berlin),"c/o The Factory Berlin, Rheinsberger Straße 76/77",D-10115,Berlin,Software,62,,,,,,0
12345,Brauerei Flügge GmbH,HRB 109857,2017-10-17,A,Frankfurt am Main,Goldsteinstraße 254,D-60529,Frankfurt am Main,Lebensmittel,11,https://brauerei-fluegge.de,,,,,0
12346,Humphry Marine GmbH,HRB 190456 B,2017-10-17,LQ,Charlottenburg (Berlin),Torgauer Straße 12,D-10829,Berlin,Mobilität,27,,,,,,0
12347,KDD Digital Healthcare GmbH,HRB 81765,2017-10-17,A,Düsseldorf,Niederrheinstraße 40-42,D-40474,Düsseldorf,Medizin,62,http://kdd-digital.de/,,,,,0
12348,Mapvision GmbH,HRB 259677,2017-10-17,A,München,"Oskar-von-Miller-Ring 20, c/o Tenant GmbH",D-80333,München,Mobilität,62,https://www.mapvision.fi,,,,,0
12349,Peaq Technology GmbH,HRB 190416 B,2017-10-17,A,Charlottenburg (Berlin),Chausseestraße 86,D-10115,Berlin,Software,62,https://www.peaq.io/,https://www.linkedin.com/company/peaq-technology/,,,,0
12350,Vireso GmbH,HRB 31288,2017-10-17,A,Chemnitz,Reichenhainer Straße 242 a,D-09125,Chemnitz,Dienstleistung,62,https://vireso.de,,,,,0
12351,wohnungshelden GmbH,HRB 236375,2017-10-17,A,München,Dachauer Straße 15c,D-80335,München,Immobilien,77,https://www.wohnungshelden.de,,,,,0
12352,Workerbase GmbH,HRB 236392,2017-10-17,A,München,Aventinstraße 7,D-80469,München,Industrie,62,https://workerbase.com/,https://www.linkedin.com/company/workerbase/,,,,0
12353,aedifion GmbH,HRB 98154,2017-10-16,A,Köln,Hohenzollernring 72,D-50672,Köln,Immobilien,62,https://www.aedifion.com/,https://www.linkedin.com/company/aedifion/,,,,0
12354,becomeZ HSM GmbH,HRB 148517,2017-10-16,A,Hamburg,Georg-Bonne-Straße 84,D-22609,Hamburg,Personal,82,http://becomez.io/,,,,,0
12355,Dentabene Holding GmbH,HRB 224128 B,2017-10-16,A,Charlottenburg (Berlin),Kurfürstendamm 29,D-10719,Berlin,Medizin,86,https://dentabene.com/,,,,,0
12356,EcoSyst GmbH,HRB 31282,2017-10-16,A,Chemnitz,Beckerstraße 7/9,D-09120,Chemnitz,Energie,26,https://ecosyst.de/,,,,,0
12357,Making Stories GmbH,HRB 190374 B,2017-10-16,A,Charlottenburg (Berlin),Kuglerstraße 10,D-10439,Berlin,eCommerce,14,https://www.making-stories.com,,,,,0
12358,PaperC Innovation GmbH,HRB 190392 B,2017-10-16,IL,Charlottenburg (Berlin),Boxhagener Straße 16,D-10245,Berlin,Medien,63,,,,,,0
12359,Qfigures GmbH,HRB 81760,2017-10-16,LQ,Düsseldorf,Klagenfurter Straße 39,D-40789,Monheim,Software,62,http://www.qfigures.com/,,,,,0
12360,SOLYTIC GmbH,HRB 190395 B,2017-10-16,A,Charlottenburg (Berlin),Chausseestraße 111,D-10115,Berlin,Energie,62,https://www.solytic.com/,https://www.linkedin.com/company/solytic/,,,,0
12361,UniversiS GmbH,HRB 728819,2017-10-16,A,Mannheim,Beiertheimer Allee 1,D-76137,Karlsruhe,Software,62,https://universis.eu,,,,,0
12362,Finest Ideas UG (haftungsbeschränkt),HRB 236341,2017-10-14,IL,München,Wurzerstraße 16,D-80539,München,Software,62,,,,,,0
12363,navel robotics GmbH,HRB 236333,2017-10-14,A,München,Agnes-Pockels-Bogen 1,D-80992,München,Personal,62,https://navelrobotics.com,,,,,0
12364,Canisberg UG (haftungsbeschränkt),HRB 19480,2017-10-13,LQ,Neuss,Am Vorster Pfad 14,D-41564,Kaarst,eCommerce,47,https://www.canisberg.com,,,,,0
12365,Carbo-FORCE GmbH,HRB 19065 KI,2017-10-13,A,Kiel,Industriestraße 5,D-24211,Preetz,Umwelttechnologie,27,https://carbo-force.de,,,,,0
12366,einfach bewerben GmbH,HRB 717072,2017-10-13,A,Freiburg,Rietstraße 14,D-78050,Villingen-Schwenningen,Personal,78,https://einfach-bewerben.de,,,,,0
12367,Happyful Minds GmbH,HRB 148489,2017-10-13,IL,Hamburg,Harvestehuder Weg 98,D-20149,Hamburg,Lebensmittel,62,https://klarekopfsache.de/,,,,,0
12368,Karriererakete GmbH,HRB 109820,2017-10-13,A,Frankfurt am Main,Weserstraße 4,D-60329,Frankfurt am Main,Personal,78,https://www.karriererakete.com,,,,,0
12369,MyStudyGenius UG (haftungsbeschränkt),HRB 203947 B,2017-10-13,A,Charlottenburg (Berlin),"c/o Factory Works GmbH, Rheinsberger Straße 76/77",D-10115,Berlin,Bildung,62,https://mystudygenius.com,,,,,0
12370,ORISOS GmbH,HRB 762548,2017-10-13,A,Stuttgart,Im Letten 25,D-71139,Ehningen,Industrie,62,https://orisos.de,,,,,0
12371,Siebert Scale GmbH,HRB 14926,2017-10-13,LQ,Kleve,Emmericher Weg 12,D-47574,Goch,Bauwesen,62,https://www.siebertscale.de,,,,,0
12372,SMARK GmbH,HRB 762547,2017-10-13,A,Stuttgart,Sedanstraße 16,D-70190,Stuttgart,Lebensmittel,62,https://smark.de/,https://www.linkedin.com/company/smark-de/,,,,0
12373,TNX Europe GmbH,HRB 190336 B,2017-10-13,A,Charlottenburg (Berlin),Friedrichstraße 123,D-10117,Berlin,Logistik,62,https://www.tnx-logistics.com,,,,,0
12374,VEObrain GmbH,HRB 717075,2017-10-13,A,Freiburg,Rempartstraße 1,D-79098,Freiburg im Breisgau,Medizin,27,https://www.veobrain.com,,,,,0
12375,Yardeye GmbH,HRB 741174,2017-10-13,A,Mannheim,Unterreut 6,D-76135,Karlsruhe,Logistik,62,https://yardeye.com,https://www.linkedin.com/company/yardeye-gmbh/,,,,0
12376,ACENDIS Aesthetics GmbH,HRB 215798,2017-10-12,A,Hannover,Wohlenbergstraße 5,D-30179,Hannover,Medizin,21,http://www.acendis-aesthetics.de,,,,,0
12377,ALCORNEO Trading GmbH,HRB 148457,2017-10-12,A,Hamburg,Arndtstraße 21,D-22085,Hamburg,Lebensmittel,10,https://www.gold-of-extremadura.com,,,,,0
12378,AMISAR Munich Biohealth GmbH,HRB 236320,2017-10-12,A,München,Frans-Hals-Straße 3,D-81479,München,eCommerce,21,https://talasar.de,,,,,0
12379,digital result GmbH,HRB 762529,2017-10-12,A,Stuttgart,Zettachring 6,D-70567,Stuttgart,Software,62,https://digital-result.com/,https://www.linkedin.com/company/digital-result-gmbh/,,,,0
12380,INPERA GmbH,HRB 190319 B,2017-10-12,A,Charlottenburg (Berlin),Chausseestraße 19,D-10115,Berlin,Bauwesen,62,https://www.inpera.net/,https://www.linkedin.com/company/inpera-gmbh/,,,,0
12381,Kijara Management GmbH & Co. KG,HRA 4245,2017-10-12,A,Schwerin,Wallstraße 29,D-19053,Schwerin,Tourismus,62,https://drumyou.com/,,,,,0
12382,MIO MIO GmbH,HRA 120394,2017-10-12,A,Osnabrück,Neuer Grund 24,D-49740,Haselünne,Lebensmittel,11,https://www.miomio.com,,,,,0
12383,Richtungwest Solution Services UG (haftungsbeschränkt),HRB 236312,2017-10-12,A,München,Am Bogen 30,D-85521,Ottobrunn,Industrie,28,http://richtungwest.com,,,,,0
12384,Rosental Organics GmbH,HRB 728802,2017-10-12,A,Mannheim,Hafenstraße 25,D-68159,Mannheim,eCommerce,32,https://rosental.de/,https://www.linkedin.com/company/rosental-organics/,,,,0
12385,TiBaTec GmbH,HRB 14396,2017-10-12,A,Aschaffenburg,Hanauer Straße 45,D-63755,Alzenau,Software,62,https://www.tibatec.net,,,,,0
12386,xoDynamics GmbH,HRB 236307,2017-10-12,A,München,Rupert-Mayer-Straße 44,D-81379,München,Bildung,62,https://www.xodynamics.de,,,,,0
12387,GreenAdapt Gesellschaft für Klimaanpassung mbH,HRB 190299 B,2017-10-11,A,Charlottenburg (Berlin),Luisenstraße 53,D-10117,Berlin,Umwelttechnologie,39,https://www.greenadapt.de,,,,,0
12388,SoPHIELabs GmbH,HRB 211905,2017-10-11,A,Osnabrück,Konrad-Adenauer-Ring 24,D-49074,Osnabrück,Werbung,62,https://www.sophielabs.com,,,,,0
12389,spacemakers360 GmbH,HRB 148446,2017-10-11,LQ,Hamburg,Susannenstraße 14 d,D-20357,Hamburg,Software,62,https://www.spacemakers360.de/,,,,,0
12390,Tinbot Technology GmbH,HRB 109789,2017-10-11,A,Frankfurt am Main,Mergenthalerallee 77,D-65760,Eschborn,Mobilität,29,https://www.tinbot-tech.com,,,,,0
12391,Westphalia DataLab GmbH,HRB 16921,2017-10-11,A,Münster,Regina-Protmann-Straße 16,D-48159,Münster,Software,62,https://www.westphalia-datalab.com/,https://www.linkedin.com/company/westphalia-datalab/,,,,0
12392,xplicator GmbH,HRB 148442,2017-10-11,A,Hamburg,Eichholz 52,D-20459,Hamburg,Immobilien,62,http://www.xplicator.com/,,,,,0
12393,ARCWork GmbH,HRB 513878,2017-10-10,A,Jena,Gustav-Tauschek-Straße 2,D-99099,Erfurt,Personal,70,https://www.arcwork.de,,,,,0
12394,Erntewerk GmbH,HRB 207096,2017-10-10,A,Lüneburg,Am Kronshof 1,D-21368,Dahlenburg,Landwirtschaft,26,https://shop.erntewerk.de,,,,,0
12395,HEKI GmbH,HRB 762506,2017-10-10,A,Stuttgart,Marie-Curie-Straße 21,D-73230,Kirchheim unter Teck,Logistik,28,https://heki.gmbh,,,,,0
12396,kabetec UG (haftungsbeschränkt) & Co. KG,HRA 705266,2017-10-10,A,Freiburg,Hauptstraße 12,D-78136,Schonach im Schwarzwald,Medien,27,https://www.kabetec.de,,,,,0
12397,OPTEC Jena GmbH,HRB 513884,2017-10-10,A,Jena,Am Amselberg 1,D-07751,Bucha OT Schorba,Industrie,26,https://optec-jena.com,,,,,0
12398,PONF GmbH,HRB 270736,2017-10-10,A,München,"Ludwigstraße 8, Ludwigpalais",D-80539,München,Medien,62,https://www.ponfmodular.com,,,,,0
12399,Vysion S GmbH,HRB 33991 P,2017-10-10,A,Potsdam,Carl-Wilhelm-Straße 30-32,D-47798,Krefeld,Industrie,62,https://www.vysion-s.de,,,,,0
12400,BeFriend UG (haftungsbeschränkt),HRB 148409,2017-10-09,LQ,Hamburg,Borselstraße 20,D-22765,Hamburg,Medien,63,,,,,,0
12401,Conte Caserta GmbH,HRB 27218,2017-10-09,A,Montabaur,Jungenthaler Straße 87,D-57548,Kirchen,eCommerce,31,https://www.conte-caserta.com,,,,,0
12402,C&P Digital GmbH,HRB 92345,2017-10-09,A,Köln,Breidenbachstraße 46,D-51373,Leverkusen,Personal,62,http://cpdigital.de,,,,,0
12403,HypoFriend GmbH,HRB 190233 B,2017-10-09,A,Charlottenburg (Berlin),Torstraße 92,D-10119,Berlin,Immobilien,82,https://hypofriend.de/,https://www.linkedin.com/company/hypofriend/,,,,0
12404,Iconic Holding GmbH,HRB 109756,2017-10-09,A,Frankfurt am Main,"Omniturm, Große Gallusstraße 16-18",D-60312,Frankfurt am Main,Finanzbereich,64,https://iconicholding.com/,https://www.linkedin.com/company/iconicholding/,,,,0
12405,JAMU GmbH,HRB 148404,2017-10-09,A,Hamburg,Deichstraße 41,D-20459,Hamburg,Lebensmittel,11,https://jamu.de/,,,,,0
12406,Lioba Life Science GmbH,HRB 10307,2017-10-09,A,Gießen,Am Gewenn 16,D-35435,Wettenberg,eCommerce,21,https://liobaskincare.de,https://www.linkedin.com/company/lioba-skincare/,,,,0
12407,mobEi GmbH,HRB 3179,2017-10-09,A,Eschwege,Sudetenstraße 7 a,D-37235,Hessisch Lichtenau,Landwirtschaft,1,https://www.mobei-gmbh.de/,,,,,0
12408,Senorics GmbH,HRB 37001,2017-10-09,A,Dresden,Messering 19,D-01067,Dresden,Hardware,26,https://senorics.com,https://www.linkedin.com/company/senorics/,,,,0
12409,sense4energy GmbH,HRB 37003,2017-10-09,A,Dresden,Königstraße 18,D-01097,Dresden,Energie,27,https://www.sense4energy.com/,,,,,0
12410,tellz.me International GmbH,HRB 206853,2017-10-09,A,Walsrode,Hohe Straße 19,D-27374,Visselhövede,Medien,62,https://www.tellz.me,,,,,0
12411,TerraE Engineering GmbH,HRB 37007,2017-10-09,IL,Dresden,Zeche Gustav 1,D-63791,Karlstein,Energie,27,,,,,,0
12412,VAUST Studio GmbH,HRB 190218 B,2017-10-09,A,Charlottenburg (Berlin),"Bouchéstraße 12, Haus 8, Aufgang B",D-12435,Berlin,eCommerce,31,https://vaust.studio,,,,,0
12413,WeLocal World AG,HRB 728771,2017-10-09,A,Mannheim,CAS Weg 1-5,D-76131,Karlsruhe,Medien,62,https://www.welocal.world,,,,,0
12414,XAPTec GmbH,HRB 14285,2017-10-09,A,Gelsenkirchen,Neidenburger Straße 10,D-45897,Gelsenkirchen,Medien,26,https://www.xaptec.gmbh,,,,,0
12415,ARTISANS EFFORT GmbH,HRB 717056,2017-10-06,IL,Freiburg,Friedrich-Engels-Straße 8,D-63452,Hanau,eCommerce,47,https://artisanseffort.de,,,,,0
12416,RegHub UG (haftungsbeschränkt),HRB 109754,2017-10-06,A,Frankfurt am Main,Hansaallee 29d,D-60322,Frankfurt am Main,Software,62,https://www.reghub.io,https://www.linkedin.com/company/reghub/,,,,0
12417,uBRAIN Bildungsraum im Netz UG (haftungsbeschränkt),HRB 9884,2017-10-06,A,Lemgo,An der Bollmühle 10,D-32805,Horn-Bad Meinberg,Bildung,85,https://ubrain.info,,,,,0
12418,Vivisan GmbH,HRB 32815 HB,2017-10-06,A,Bremen,Fritz-Thiele-Straße 16,D-28279,Bremen,eCommerce,32,https://vivisan.de,,,,,0
12419,BioMS Molecular Science GmbH,HRB 32809 HB,2017-10-05,A,Bremen,Clamersdorfer Straße 4,D-28757,Bremen,Medizin,86,http://www.bioms-diagno.de,,,,,0
12420,drei01 Technology Business Services GmbH,HRB 88069,2017-10-05,A,Düsseldorf,Barbarossaplatz 1,D-40545,Düsseldorf,Versicherung,62,https://drei01.de,,,,,0
12421,pronativo UG (haftungsbeschränkt),HRB 12142,2017-10-05,A,Arnsberg,Alte Gärtnerei 24,D-59510,Lippetal,eCommerce,32,https://pronativo.de,,,,,0
12422,protectismundi GmbH,HRB 28434,2017-10-05,IL,Wuppertal,Schorberger Straße 66,D-42699,Solingen,eCommerce,30,https://www.protectismundi.com,,,,,0
12423,Waidlife GmbH,HRB 95689,2017-10-05,A,Köln,Augustinusstraße 11a,D-50226,Frechen,eCommerce,32,https://www.waidlife.com/,https://www.linkedin.com/company/waidlife-gmbh/,,,,0
12424,3Foodies GmbH,HRB 762462,2017-10-04,A,Stuttgart,Riegeläckerstraße 46,D-71229,Leonberg,eCommerce,10,https://3foodies.de,,,,,0
12425,bestlearn GmbH,HRB 81665,2017-10-04,IL,Düsseldorf,Quirinstraße 10,D-40545,Düsseldorf,Bildung,85,,,,,,0
12426,Bonpland Software GmbH,HRB 190134 B,2017-10-04,A,Charlottenburg (Berlin),Fischerinsel 16,D-10719,Berlin,Tourismus,62,https://uberblick.io/,,,,,0
12427,Die Busfahrer Franchise GmbH,HRB 34117,2017-10-04,A,Leipzig,Dorfstraße 51,D-04860,Zinna,Mobilität,77,https://www.die-busfahrer.de/,,,,,0
12428,LeanVal Invest GmbH,HRB 92299,2017-10-04,A,Köln,Bleichstraße 52,D-60313,Frankfurt am Main,Finanzbereich,64,https://leanval.investments/,https://www.linkedin.com/company/leanval-investments/,,,,0
12429,Nährstoff-Reich GmbH,HRB 16863,2017-10-04,A,Bochum,Trankgasse 3,D-44787,Bochum,Lebensmittel,10,https://naehrstoff-reich.de/,,,,,0
12430,racksnet GmbH,HRB 10933,2017-10-04,A,Königstein,Königsteiner Straße 20a,D-65812,Bad Soden am Taunus,Software,62,https://racksnet.com,https://www.linkedin.com/company/racksnet-gmbh/,,,,0
12431,FoxInsights GmbH,HRB 236162,2017-10-03,A,München,Ganghoferstraße 66e,D-80339,München,Industrie,27,https://foxinsights.ai/,https://www.linkedin.com/company/liv-t-gmbh/,,,,0
12432,ATF Cooling GmbH,HRB 762441,2017-10-02,A,Stuttgart,Zeppelinstraße 35,D-73760,Ostfildern,eCommerce,26,https://haosch.de,,,,,0
12433,CreditDevice GmbH,HRB 148329,2017-10-02,A,Hamburg,Winsbergring 10,D-22525,Hamburg,Finanzbereich,62,http://creditdevice.de/,,,,,0
12434,DrivenLux GmbH,HRB 236128,2017-09-30,A,München,Lothringer Straße 7,D-81667,München,Mobilität,45,https://de.drivenluxurycars.com,,,,,0
12435,UroQuant GmbH,HRB 16208,2017-09-30,IL,Regensburg,Industriestraße 1,D-93077,Bad Abbach,Medizin,72,https://www.uroquant.com,,,,,0
12436,Applied Detection GmbH,HRB 14384,2017-09-29,A,Aschaffenburg,Wiesenstraße 25,D-63762,Großostheim,Hardware,80,http://applied-detection.com,,,,,0
12437,Breeze Technologies UG (haftungsbeschränkt),HRB 148314,2017-09-29,A,Hamburg,Harburger Schloßstraße 6-12,D-21079,Hamburg,Umwelttechnologie,26,https://www.breeze-technologies.de/,,,,,0
12438,Dreamrockz Software GmbH,HRB 25688,2017-09-29,A,Montabaur,Weiherstraße 18,D-53578,Windhagen,Finanzbereich,62,http://dreamrockz.com,,,,,0
12439,Fraundorfer Aeronautics AG,HRB 33980,2017-09-29,A,Augsburg,Forstmahd 3,D-86682,Genderkingen,Mobilität,51,https://www.fraundorfer.aero/,https://www.linkedin.com/company/fraundorfer-aeronautics/,,,,0
12440,Naronia GmbH,HRB 11972 NP,2017-09-29,A,Neuruppin,Eschenallee 6,D-16766,Kremmen OT Sommerfeld,Medizin,47,https://www.naronia.de,,,,,0
12441,Packex GmbH,HRB 48637,2017-09-29,A,Mainz,Mittelrheinstraße 23a,D-67550,Worms,Logistik,52,https://packex.com,,,,,0
12442,Plikka UG (haftungsbeschränkt),HRB 16385,2017-09-29,A,Fürth,Hofmannstraße 75 c,D-91052,Erlangen,Sport,32,https://www.plikka.fun/de/,,,,,0
12443,QualiFiction GmbH,HRB 148325,2017-09-29,A,Hamburg,Neß 1,D-20457,Hamburg,Medien,62,https://www.qualifiction.info/,,,,,0
12444,Yuduyu UG (haftungsbeschränkt),HRB 190018 B,2017-09-29,LQ,Charlottenburg (Berlin),Lepsiusstraße 51,D-12163,Berlin,Personal,62,,,,,,0
12445,Anker Foundations GmbH,HRB 2355,2017-09-28,A,Korbach,Burg Lichtenfels,D-35104,Lichtenfels,Energie,41,https://anker-tec.com/,https://www.linkedin.com/company/anker-foundations/,,,,0
12446,BINI Wallet UG (haftungsbeschränkt),HRB 236090,2017-09-28,IL,München,Heidestraße 4 a,D-85386,Eching,eCommerce,32,,,,,,0
12447,BodyPole Fitness GmbH,HRB 26405,2017-09-28,A,Traunstein,Wiesengrundstraße 32 a,D-83229,Aschau i.Chiemgau,Sport,32,https://www.bodypole-fitness.com,,,,,0
12448,Gablenz & Company GmbH,HRB 742234,2017-09-28,A,Mannheim,Bussardstraße 17,D-75056,Sulzfeld,eCommerce,32,https://kugelsicher.me/,https://www.linkedin.com/company/gablenz-company-gmbh/about/,,,,0
12449,Heyfair GmbH,HRB 513844,2017-09-28,A,Jena,Winzerlaer Straße 2,D-07745,Jena,Industrie,20,https://www.heyfair.de/,https://www.linkedin.com/company/heyfair/,,,,0
12450,medicalmotion GmbH,HRB 251555,2017-09-28,A,München,"Blütenstraße 15, c/o BASE Co-Working",D-80799,München,Medizin,62,https://www.medicalmotion.de,,,,,0
12451,sonic technologies GmbH,HRB 14383,2017-09-28,A,Aschaffenburg,Weyberhöfe 3-5,D-63877,Sailauf,Hardware,62,https://www.sonic-technologies.com,,,,,0
12452,UX3D GmbH,HRB 236081,2017-09-28,A,München,Neumarkter Straße 21,D-81673,München,Software,62,https://www.ux3d.io/,https://www.linkedin.com/company/ux3d/,,,,0
12453,Werbezeichen AG,HRB 236080,2017-09-28,A,München,Dachauer Straße 42,D-80335,München,Werbung,32,https://www.werbezeichen.de/,https://www.linkedin.com/company/werbezeichen/,,,,0
12454,4less GmbH,HRB 148273,2017-09-27,A,Hamburg,"Am Sandtorkai 54, c/o softwerft GmbH",D-20457,Hamburg,Finanzbereich,66,https://www.forex4less.com/,,,,,0
12455,Beelinguapp UG (haftungsbeschränkt),HRB 189940 B,2017-09-27,A,Charlottenburg (Berlin),Alexandrinenstraße 97,D-10969,Berlin,Bildung,62,https://www.beelinguapp.com/,https://www.linkedin.com/company/beelinguapp/,,,,0
12456,CertLex AG,HRB 148265,2017-09-27,A,Hamburg,Hopfenmarkt 33,D-20457,Hamburg,Rechtsberatung,62,https://certlex.de/,,,,,0
12457,Destille Hamburg GmbH,HRB 148264,2017-09-27,A,Hamburg,Friesenweg 4,D-22763,Hamburg,Lebensmittel,11,https://www.drilling.hamburg/,,,,,0
12458,Einfach Elterngeld GmbH,HRB 36979,2017-09-27,A,Dresden,Pennricher Straße 31,D-01157,Dresden,Bildung,66,https://einfach-elterngeld.de,,,,,0
12459,her1 GmbH,HRB 189949 B,2017-09-27,A,Charlottenburg (Berlin),"c/o Rheingau Founders GmbH, Oranienstraße 185",D-10999,Berlin,Lebensmittel,10,https://her.one/,https://www.linkedin.com/company/ono-labs/,,,,0
12460,Hybrid Adtech GmbH,HRB 189944 B,2017-09-27,A,Charlottenburg (Berlin),Potsdamer Straße 92,D-10785,Berlin,Werbung,62,https://hybrid.ai,,,,,0
12461,Steeleado GmbH,HRB 31750,2017-09-27,IL,Essen,Dahlhauser Straße 235,D-45279,Essen,Industrie,63,https://www.steeleado.com,,,,,0
12462,Surve Mobility GmbH,HRB 189956 B,2017-09-27,IL,Charlottenburg (Berlin),Köpenicker Straße 125,D-10179,Berlin,Mobilität,62,https://chargery.de/,https://www.linkedin.com/company/chargery/,,,,0
12463,Wimdu META GmbH,HRB 222754 B,2017-09-27,MA,Charlottenburg (Berlin),Pappelallee 78/79,D-10437,Berlin,Tourismus,79,https://www.wimdu.de,,,,,0
12464,Epimune GmbH,HRB 189885 B,2017-09-26,A,Charlottenburg (Berlin),Rudower Chaussee 29,D-12489,Berlin,Medizin,82,https://www.epimune-dx.com/,https://www.linkedin.com/company/epimune/,,,,0
12465,Lama Licensing GmbH,HRB 236041,2017-09-26,A,München,Feldafinger Straße 21,D-82343,Pöcking,Mobilität,29,http://www.innovative-mobility.com,,,,,0
12466,QUATRIGA GmbH,HRB 728705,2017-09-26,IL,Mannheim,Mozartstraße 8,D-76530,Baden-Baden,Blockchain / Crypto,62,http://www.quatriga.com,,,,,0
12467,Rosik + Todsen Wasserhygiene UG (haftungsbeschränkt),HRB 25682,2017-09-26,IL,Montabaur,Hauptstraße 70,D-56593,Pleckhausen,Medizin,86,https://www.derlegionellentest.com,,,,,0
12468,Worch & Worch Delicious Jerky GmbH,HRB 189909 B,2017-09-26,A,Charlottenburg (Berlin),Richard-Sorge-Straße 40,D-10249,Berlin,Lebensmittel,10,https://www.worchundworch.com,,,,,0
12469,WTA Technologies GmbH,HRB 513839,2017-09-26,A,Jena,Fritz-Bothmann-Straße 1,D-99867,Gotha,Umwelttechnologie,28,https://www.wta-tec.com/,https://www.linkedin.com/company/wta-tec/,,,,0
12470,Asset League GmbH,HRB 21612,2017-09-25,A,Stralsund,Lange Straße 15,D-18356,Barth,Dienstleistung,66,https://assetleague.com/,,,,,0
12471,CodeNPaste UG (haftungsbeschränkt),HRB 28502,2017-09-25,A,Essen,Rosenstraße103,D-45899,Gelsenkirchen,Software,62,https://codenpaste.com,,,,,0
12472,ELEMENT Insurance Solutions Group GmbH,HRB 189852 B,2017-09-25,A,Charlottenburg (Berlin),Hardenbergstraße 32,D-10623,Berlin,Versicherung,66,https://www.element.in,,,,,0
12473,GME German Medical Exports UG (haftungsbeschränkt),HRB 28359,2017-09-25,IL,Koblenz,Keltenstraße 22,D-56294,Münstermaifeld,Medizin,21,https://german-medical-exports.com,,,,,0
12474,Keepa GmbH,HRB 762373,2017-09-25,A,Stuttgart,Vogelsangstraße 7,D-74382,Neckarwestheim,eCommerce,62,https://keepa.com,,,,,0
12475,Make IT Jump GmbH,HRB 148230,2017-09-25,A,Hamburg,Jochim-Sahling-Weg 25,D-22549,Hamburg,Sport,62,https://makeitjump.com/,,,,,0
12476,mbaasy cloud UG (haftungsbeschränkt),HRB 189867 B,2017-09-25,A,Charlottenburg (Berlin),"c/o Factory Community Space, Rheinsberger Straße 76/77",D-10115,Berlin,Werbung,62,https://mbaasy.com,,,,,0
12477,Phoenix Visions SaaS UG (haftungsbeschränkt),HRB 728700,2017-09-25,IL,Mannheim,Waldseestraße 30,D-76530,Baden-Baden,Werbung,62,,,,,,0
12478,Raevear UG (haftungsbeschränkt),HRB 50833,2017-09-25,LQ,Offenbach am Main,Erzbergerstraße 12,D-63179,Obertshausen,Sport,32,,,,,,0
12479,REOS GmbH,HRB 148234,2017-09-25,A,Hamburg,Amsinckstraße 28,D-20097,Hamburg,Immobilien,62,https://www.reos-software.com/,https://www.linkedin.com/company/reos-digital/,,,,0
12480,Reportix GmbH,HRB 728702,2017-09-25,A,Mannheim,Seckenheimer Straße 63,D-68165,Mannheim,Software,62,https://www.reportix.com,,,,,0
12481,SisyFox GmbH,HRB 215736,2017-09-25,A,Hannover,Richthofenstraße 29,D-31134,Hildesheim,Gaming,62,https://sisyfox.com,,,,,0
