name_x;name_y;CoInvestments
Kerstin Heike von Diemar;Bertold Mathias Wagner;1
Kerstin Heike von Diemar;Bramlage Lifesciences GmbH;1
Kerstin Heike von Diemar;Christian Orsinger;1
Kerstin Heike von Diemar;Companisto Trust Service XVII GmbH;1
Kerstin Heike von Diemar;Dr. Alfred Heinrich Georg Spieker;1
Kerstin Heike von Diemar;Dr. Arthur Steinmetz;1
Kerstin Heike von Diemar;Frank Thomas Trinkaus;1
Kerstin Heike von Diemar;Gerrit Jörg Arends;1
Kerstin Heike von Diemar;Indigo8 GmbH;1
Kerstin Heike von Diemar;Jan Arne Tegtmeier;1
Kerstin Heike von Diemar;Johannes Menelaus Ruopp;1
Kerstin Heike von Diemar;Merk MIC GmbH;1
Kerstin Heike von Diemar;Nika Norr;1
Kerstin Heike von Diemar;Pelle Maerkedahl Larsen;1
Kerstin Heike von Diemar;Preußische Stiftungsdirektion Berlin GmbH;1
Kerstin Heike von Diemar;Prof. Dr. Gerald Martin Werner Huber;1
Kerstin Heike von Diemar;Reto Rilegg;1
Kerstin Heike von Diemar;Richard Markus Wolfgang Fobo;1
Kerstin Heike von Diemar;Robert Helmut Glaser;1
Kerstin Heike von Diemar;Stefan Kilian;1
Kerstin Heike von Diemar;Sunconergy GmbH;1
Kerstin Heike von Diemar;Thorsten Fritz Herbert Drescher;1
Kerstin Heike von Diemar;Wolfgang Schmidt;1
Kerstin Heike von Diemar;acmaios GmbH;1
Kerstin Heike von Diemar;eastWest Venture Capital GmbH;1
Kerstin Heike von Diemar;rheinaue Invest GmbH;1
Kichniawy + Partner Wirtschaftsberatungsges. mbH;Benvision UG (haftungsbeschrankt);1
Kichniawy + Partner Wirtschaftsberatungsges. mbH;CrossingStripes Geschaftsan-GmbH;1
Kiehne Media UG (haftungsbeschrankt);Bettina Fischer Ventures UG (haftungsbeschrankt);1
Kiehne Media UG (haftungsbeschrankt);Cusp Capital Fund 2021 GmbH & Co. KG;1
Kiehne Media UG (haftungsbeschrankt);HFO GmbH;1
Kiehne Media UG (haftungsbeschrankt);Haufe Group Ventures GmbH;1
Kiehne Media UG (haftungsbeschrankt);JK Beteiligungs GmbH;1
Kiehne Media UG (haftungsbeschrankt);MJJ Jager Ventures UG (haftungsbeschrankt);1
Kiehne Media UG (haftungsbeschrankt);SixVenture GmbH;1
Kiehne Media UG (haftungsbeschrankt);Smart Infrastructure Ventures Fund GmbH & Co. Kommanditgesellschaft;1
Kiehne Media UG (haftungsbeschrankt);Tiny Supercomputer Holding Company 2021 LP;1
Kleinschulz Invest UG (haftungsbeschrankt);AB1204 Verwaltungs GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);ABACON Invest GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Alvio GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);BASHE Invest UG (haftungsbeschrankt);1
Kleinschulz Invest UG (haftungsbeschrankt);ENKRAFT VENTURE.partners AG;1
Kleinschulz Invest UG (haftungsbeschrankt);ENPAL B.V.;1
Kleinschulz Invest UG (haftungsbeschrankt);Entrix GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);GV Avente LLC;1
Kleinschulz Invest UG (haftungsbeschrankt);KRAFTWERK.ventures AG;1
Kleinschulz Invest UG (haftungsbeschrankt);Lars Lohie;1
Kleinschulz Invest UG (haftungsbeschrankt);Lino GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Martin Siddiqui;1
Kleinschulz Invest UG (haftungsbeschrankt);PK Projects GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Pelion Energy Holding GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Philipp Trocha;1
Kleinschulz Invest UG (haftungsbeschrankt);Raeecuniel;1
Kleinschulz Invest UG (haftungsbeschrankt);Sebastian Schuon Investments GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Sébastien Schikora;1
Kleinschulz Invest UG (haftungsbeschrankt);Valluga Capital GmbH;1
Kleinschulz Invest UG (haftungsbeschrankt);Wolfgang Ridinger;1
Kokolores Ventures UG Mannheim;AQUATY Ventures Deutschland GmbH;1
Kokolores Ventures UG Mannheim;C+R Bartels Beteiligungs GmbH;1
Kokolores Ventures UG Mannheim;Dr. Tobias Roelen-Blasberg;1
Kokolores Ventures UG Mannheim;IL Pareto UG (haftungsbeschrankt);1
Kokolores Ventures UG Mannheim;JCB Verwaltungs GmbH;1
Kokolores Ventures UG Mannheim;Karlsruher Institut fiir Technologie;1
Kokolores Ventures UG Mannheim;Next Commerce Accelerator 2. Beteiligungsgesellschaft mbH & Co. KG;1
Kokolores Ventures UG Mannheim;Ruhr-Gliick GmbH;1
Konermann & Partner GmbH;All Digital Services GmbH;1
Konermann & Partner GmbH;Andreas Burike;1
Konermann & Partner GmbH;Angel Invest 100,001 -!00.KG;1
Konermann & Partner GmbH;CCL Capital UG 50,001 — 100,000/ (haftungsbeschr;1
Konermann & Partner GmbH;CCL Ventures 1 -— 50,000 UG (haftungsbeschr;1
Konermann & Partner GmbH;CERES VENTURE GmbH;1
Konermann & Partner GmbH;F23- Vorrats-;1
Konermann & Partner GmbH;Fritz Christoph Listmann;1
Konermann & Partner GmbH;MM Opportunities Ventures GmbH;1
Konermann & Partner GmbH;MMB Ventures GmbH;1
Konermann & Partner GmbH;Menden Ventures Consulting GmbH;1
Konermann & Partner GmbH;Motive Early Stage (A) Aggregator LLC;1
Konermann & Partner GmbH;Motive Early Stage (E) GmbH;1
Konermann & Partner GmbH;Namalala UG (haftungsbeschr;1
Konermann & Partner GmbH;SEMA Vermdgensverw altungs UG (haftungsbeschr;1
Konermann & Partner GmbH;Skatchkov Ventures UG;1
Konermann & Partner GmbH;Stevan Lutz Invest GmbH;1
Konermann & Partner GmbH;Susanne Listmann;1
Konermann & Partner GmbH;WENVEST Capital GmbH;1
Konermann & Partner GmbH;YouCo H156 GmbH (kiinftig:/future: Tesoro GmbH);1
Kuhnhold Ventures UG;Aelius Ventures GmbH;1
Kuhnhold Ventures UG;Anduril Ventures GmbH;1
Kuhnhold Ventures UG;Angel's Eye |1V GmbH & Co.;1
Kuhnhold Ventures UG;EP Ventures UG;1
Kuhnhold Ventures UG;Florian Senoner Ventures UG;1
Kuhnhold Ventures UG;Golditchuk Ventures UG;1
Kuhnhold Ventures UG;Jonas Jager Ventures UG;1
Kuhnhold Ventures UG;MVN Ventures UG;1
Kuhnhold Ventures UG;Max fl UG;1
Kuhnhold Ventures UG;OsMa Ventures UG;1
Kuhnhold Ventures UG;Oud Equity UG;1
Kuhnhold Ventures UG;Wax Venture UG;1
Kupke GmbH;A06 Ventures UG (haftungsbeschrankt);1
Kupke GmbH;AENU Fund SCA SICAV-RAIF;1
Kupke GmbH;Begemann Capital GmbH;1
Kupke GmbH;Benjamin Drury;1
Kupke GmbH;Black Solitaire Ventures GmbH;1
Kupke GmbH;Blue Unicorn Ventures GmbH;1
Kupke GmbH;CAMI Ventures UG (haftungsbeschrankt);1
Kupke GmbH;DN Capital - Global Venture Capital V SCSp;1
Kupke GmbH;Dr. Sebastian Seemann;1
Kupke GmbH;Einhorn Capital GmbH;1
Kupke GmbH;Emerge Venture Partners | LP;1
Kupke GmbH;FJ Labs Entrepreneurs Fund 2022, eine Serie von FJ Labs Funds, LP;1
Kupke GmbH;FJ Labs Ill, LP;1
Kupke GmbH;Franziska Steiner Ventures UG (haftungsbeschrankt);1
Kupke GmbH;G-Fund Invest | GmbH & Co. KG;1
Kupke GmbH;Grunwald, Landkreis Miinchen / Griinwald, District Mu- n;1
Kupke GmbH;Ivor van Dartel;1
Kupke GmbH;JJL Invest UG (haftungsbeschrankt);1
Kupke GmbH;Pausder Ventures GmbH;1
Kupke GmbH;Project A Ventures IV GmbH & Co. KG;1
Kupke GmbH;Roppel Beteiligungs UG (haftungsbeschrankt);1
Kupke GmbH;Tengelmann Ventures Fund VI GmbH;1
Kupke GmbH;Vsquared Ventures | GmbH & Co. KG;1
Kupke GmbH;btov Digital Technologies li S.C.S., SICAR;1
Kupke GmbH;inventhie GmbH;1
Kupke GmbH;playfull GmbH;1
L7 Ventures UG (haftungsbeschrankt);Atlantic Labs V GmbH & Co. KG;1
L7 Ventures UG (haftungsbeschrankt);SG9 UG (haftungsbeschrankt) i.G.;1
L7 Ventures UG (haftungsbeschrankt);Teufel Ventures UG (haftungsbeschrankt);1
LFBG1 AG Karlsruhe;Can Kaplan;1
LFBG1 AG Karlsruhe;Druniverse GmbH AG Düsseldorf;1
LFBG1 AG Karlsruhe;Matthias Pyka;1
LFBG1 AG Karlsruhe;Niklas Homann;1
LFBG1 AG Karlsruhe;VMCIV GmbH AG Mainz;1
LFBG1 AG Karlsruhe;Wolfgang Gattermeyer;1
LFBGI1 Beteiligungsgesellschaft mbH;AKVaganza Unternehmergesellschaft (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Anda Capital Partners Ltd.;1
LFBGI1 Beteiligungsgesellschaft mbH;Arthur Gerigk;1
LFBGI1 Beteiligungsgesellschaft mbH;Cherry Ventures Fund III GmbH & Co. KG;1
LFBGI1 Beteiligungsgesellschaft mbH;DKCI UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Discovery Ventures II] GmbH & Co. KG;1
LFBGI1 Beteiligungsgesellschaft mbH;Dr. Jan Kemper GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Dr. Tim Jens Christian Odendahl;1
LFBGI1 Beteiligungsgesellschaft mbH;FinTech Collective Fund III LP;1
LFBGI1 Beteiligungsgesellschaft mbH;Fund I, a series of Nomad Capital VC, LP;1
LFBGI1 Beteiligungsgesellschaft mbH;Horeyseck Ventures UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Husain Misherghi;1
LFBGI1 Beteiligungsgesellschaft mbH;J7B5 Investments UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;K16-Boxwood UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Kawar Ventures Co (LLC);1
LFBGI1 Beteiligungsgesellschaft mbH;La Plata GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Malte Huffmann GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Manoa Ventures GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Markus Giinter Ament;1
LFBGI1 Beteiligungsgesellschaft mbH;PBT912 UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Povel Ventures GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Rotwand Ventures GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Schmitz Ventures UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;Skogsbaeck GmbH;1
LFBGI1 Beteiligungsgesellschaft mbH;Tacito Il Holding AB;1
LFBGI1 Beteiligungsgesellschaft mbH;Valar Fund VIII LP;1
LFBGI1 Beteiligungsgesellschaft mbH;Wax Venture UG (haftungsbeschrankt);1
LFBGI1 Beteiligungsgesellschaft mbH;ueGei Capital UG (haftungsbeschrankt);1
LFE Technology UG;Felix Nensa;1
LFE Technology UG;Fricke Beteiligungs-gesellschaft mbH;1
LFE Technology UG;HIAF GmbH;1
LFE Technology UG;Paeon UG;1
LFE Technology UG;Prof. Dr. med.;1
LNRA Invest SAS;Arno Zinke;1
LNRA Invest SAS;Axeleo Proptech 1 FPCI Investment-CAPITAL SAS;1
LNRA Invest SAS;Bayern Kapital Innovationsfonds EFRE GmbH & Co. KG;1
LNRA Invest SAS;CK Holding UG (haftungsbeschrankt);1
LNRA Invest SAS;High-Tech Griinderfonds IV GmbH & Co. KG;1
LNRA Invest SAS;Jentzsch Investment GmbH;1
LNRA Invest SAS;Mack Holding UG (haftungsbeschrankt);1
LNRA Invest SAS;MiToO GmbH;1
LNRA Invest SAS;TS Capital UG (haftungsbeschrankt);1
LOOHMI GmbH;Dennis Stern Beteiligungs UG (haftungsbeschrankt);1
LOOHMI GmbH;Elkstone Ventures Limited;1
LOOHMI GmbH;Greenlight Reinsurance, Ltd.;1
LOOHMI GmbH;KO Beteiligungs UG (haftungsbeschrankt);1
LOOHMI GmbH;Zhovtyuk UG (haftungsbeschrankt);1
LOUD ENGINE UG (haftungsbeschrankt);Christian Felten;1
LOUD ENGINE UG (haftungsbeschrankt);Gauselmann AG;1
LOUD ENGINE UG (haftungsbeschrankt);ICONIC Ventures GmbH;1
LOUD ENGINE UG (haftungsbeschrankt);Kairem Beteiligungs-GmbH Sylt OT Keitum;1
LOUD ENGINE UG (haftungsbeschrankt);Martin-Dirk Bihlmaier;1
LOUD ENGINE UG (haftungsbeschrankt);Quentin Muhlert;1
LOUD ENGINE UG (haftungsbeschrankt);Rebellion Ventures UG (haftungsbeschrankt);1
LOUD ENGINE UG (haftungsbeschrankt);Sisu Game Ventures Oy;1
LOUD ENGINE UG (haftungsbeschrankt);Snow Day UG (haftungsbeschrankt);1
LOUD ENGINE UG (haftungsbeschrankt);Steven Rude;1
LOUD ENGINE UG (haftungsbeschrankt);TreasureHunt GmbH;1
LOUD ENGINE UG (haftungsbeschrankt);Vestion GmbH;1
LOUD ENGINE UG (haftungsbeschrankt);hBMg GmbH;1
LP Energy Vertures UG (haftungsbeschrankt);DG Beteiligungs-GmbH;1
LP Energy Vertures UG (haftungsbeschrankt);Doral Energy - Tech Ventures Limited Partnership;1
LP Energy Vertures UG (haftungsbeschrankt);Extantia Climate Flagship II GmbH & Co. KG;1
LP Energy Vertures UG (haftungsbeschrankt);FF Energy Vertures UG (haftungsbeschrankt);1
LP Energy Vertures UG (haftungsbeschrankt);JCS Beteiligungs-GmbH;1
LP Energy Vertures UG (haftungsbeschrankt);JW Energy Vertures UG (haftungsbeschrankt);1
LP Energy Vertures UG (haftungsbeschrankt);LW Capital GmbH;1
LP Energy Vertures UG (haftungsbeschrankt);MH Energy Vertures UG (haftungsbeschrankt);1
LP Energy Vertures UG (haftungsbeschrankt);Michael Achtelik Beteiligungsgesellschaft mbH;1
LP Energy Vertures UG (haftungsbeschrankt);Possible Ventures II GmbH & Co. KG;1
LP Energy Vertures UG (haftungsbeschrankt);Prof. Dr. Hartmut Spliethoff;1
LP Energy Vertures UG (haftungsbeschrankt);Prof. Dr. Matthias Gaderer;1
LP Energy Vertures UG (haftungsbeschrankt);SH Energy Vertures UG (haftungsbeschrankt);1
LSFH GmbH;CONSER-Tech GmbH;1
LSFH GmbH;Cimexia GmbH;1
LSFH GmbH;Herr Dr. Andreas Uhlig;1
LSFH GmbH;JA27 holding UG (haftungsbeschrankt);1
LSFH GmbH;M4 Capital GmbH;1
LSFH GmbH;Orbit Trade Holding GmbH;1
LSFH GmbH;Oueebee GmbH;1
LSFH GmbH;astavo GmbH;1
LSFH GmbH;crc ventures GmbH;1
LW Capital GmbH;DG Beteiligungs-GmbH;1
LW Capital GmbH;Doral Energy - Tech Ventures Limited Partnership;1
LW Capital GmbH;Extantia Climate Flagship II GmbH & Co. KG;1
LW Capital GmbH;FF Energy Vertures UG (haftungsbeschrankt);1
LW Capital GmbH;JCS Beteiligungs-GmbH;1
LW Capital GmbH;JW Energy Vertures UG (haftungsbeschrankt);1
LW Capital GmbH;LP Energy Vertures UG (haftungsbeschrankt);1
LW Capital GmbH;MH Energy Vertures UG (haftungsbeschrankt);1
LW Capital GmbH;Michael Achtelik Beteiligungsgesellschaft mbH;1
LW Capital GmbH;Possible Ventures II GmbH & Co. KG;1
LW Capital GmbH;Prof. Dr. Hartmut Spliethoff;1
LW Capital GmbH;Prof. Dr. Matthias Gaderer;1
LW Capital GmbH;SH Energy Vertures UG (haftungsbeschrankt);1
La Famiglia Fonds! GmbH & Co. KG;Alexander Bernhard Lippert;1
La Famiglia Fonds! GmbH & Co. KG;Anselm Bauer Invest GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Benjamin Giinther Invest GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Blue Impact Ventures UG;1
La Famiglia Fonds! GmbH & Co. KG;DSR Ventures GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Dicki GmbH;1
La Famiglia Fonds! GmbH & Co. KG;EMERGE VENTURE PARTNERS LP;1
La Famiglia Fonds! GmbH & Co. KG;J. Cornelius GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Jiinger Invest UG;1
La Famiglia Fonds! GmbH & Co. KG;Lata Venture GmbH;1
La Famiglia Fonds! GmbH & Co. KG;M. Yilmaz GmbH;1
La Famiglia Fonds! GmbH & Co. KG;MJM Investments AG;1
La Famiglia Fonds! GmbH & Co. KG;PDA Deutzclie one rales Digitalagentur GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Picus Capital GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Renaud Visage;1
La Famiglia Fonds! GmbH & Co. KG;Renner Ventures & Philanthropies GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Riverton UG;1
La Famiglia Fonds! GmbH & Co. KG;Sebastian Schuon Investments GmbH;1
La Famiglia Fonds! GmbH & Co. KG;Wax Venture UG;1
La Plata GmbH;AKVaganza Unternehmergesellschaft (haftungsbeschrankt);1
La Plata GmbH;Alvio GmbH;1
La Plata GmbH;Anda Capital Partners Ltd.;1
La Plata GmbH;Arthur Gerigk;1
La Plata GmbH;Blackbird Internet UG (haftungsbeschrankt);1
La Plata GmbH;Bolando UG (haftungsbeschrankt);1
La Plata GmbH;Cherry Ventures Fund III GmbH & Co. KG;1
La Plata GmbH;Christian Hiilsewig Familienstiftung;1
La Plata GmbH;DKCI UG (haftungsbeschrankt);1
La Plata GmbH;DSR Ventures GmbH;1
La Plata GmbH;Discovery Ventures II] GmbH & Co. KG;1
La Plata GmbH;Dr. Jan Kemper GmbH;1
La Plata GmbH;Dr. Tim Jens Christian Odendahl;1
La Plata GmbH;FinTech Collective Fund III LP;1
La Plata GmbH;Fund I, a series of Nomad Capital VC, LP;1
La Plata GmbH;Geissini Ventures UG (haftungsbeschrankt);1
La Plata GmbH;HV Holtzbrinck Ventures Fund VIII GmbH & Co. geschlossene Investment KG;1
La Plata GmbH;Horeyseck Ventures UG (haftungsbeschrankt);1
La Plata GmbH;Husain Misherghi;1
La Plata GmbH;J7B5 Investments UG (haftungsbeschrankt);1
La Plata GmbH;Juwel 225. V V GmbH;1
La Plata GmbH;K16-Boxwood UG (haftungsbeschrankt);1
La Plata GmbH;Kawar Ventures Co (LLC);1
La Plata GmbH;LFBGI1 Beteiligungsgesellschaft mbH;1
La Plata GmbH;Lino GmbH;1
La Plata GmbH;Malte Huffmann GmbH;1
La Plata GmbH;Markus Giinter Ament;1
La Plata GmbH;Mercutio GmbH;1
La Plata GmbH;OyFri GmbH;1
La Plata GmbH;PBT912 UG (haftungsbeschrankt);1
La Plata GmbH;PK Projects GmbH;1
La Plata GmbH;Povel Ventures GmbH;1
La Plata GmbH;ROMM Holding GmbH;1
La Plata GmbH;Roskopf Ventures GmbH;1
La Plata GmbH;Rotenfels Verwaltung GmbH;1
La Plata GmbH;Rotwand Ventures GmbH;1
La Plata GmbH;Schmitz Ventures UG (haftungsbeschrankt);1
La Plata GmbH;Skogsbaeck GmbH;1
La Plata GmbH;Tacito Il Holding AB;1
La Plata GmbH;Valar Fund VIII LP;1
La Plata GmbH;WEFA GmbH;1
La Plata GmbH;Wax Venture UG (haftungsbeschrankt);1
La Plata GmbH;ueGei Capital UG (haftungsbeschrankt);1
La Plata GmbH;whiletrue GmbH;1
Lake Ammer Ventures GmbH;Aurelio GmbH;1
Lake Ammer Ventures GmbH;Busl Holding GmbH;1
Lake Ammer Ventures GmbH;FE Capital GmbH;1
Lake Ammer Ventures GmbH;FundX GmbH;1
Lake Ammer Ventures GmbH;Gaschler Ventures UG (haftungsbeschrankt);1
Lake Ammer Ventures GmbH;GoJo GmbH;1
Lake Ammer Ventures GmbH;Herr Tobias Mehrer;1
Lake Ammer Ventures GmbH;Muinzinger Holding GmbH;1
Lake Ammer Ventures GmbH;Nobbe Holding GmbH;1
Lake Ammer Ventures GmbH;Ozman Holding GmbH;1
Lake Ammer Ventures GmbH;Priebe Holding GmbH;1
Lake Ammer Ventures GmbH;Synergy Holding GmbH;1
Lake Ammer Ventures GmbH;TVenture Capital GmbH;1
Lake Ammer Ventures GmbH;Vireo Ventures GmbH;1
Lake Ammer Ventures GmbH;greenmetz ventures UG (haftungsbeschrankt);1
Lapaero GmbH;ARES CAPITAL ADVISERS GmbH;1
Lapaero GmbH;Albring Investment und Beratungsgesellschaft mbH;1
Lapaero GmbH;BRAINAMICS GmbH;1
Lapaero GmbH;Dr. Christian Glauer;1
Lapaero GmbH;MJM Investments GmbH;1
Lapaero GmbH;Meinhardt Ventures UG (haftungsbeschrankt);1
Lapaero GmbH;Pi3.14 Investments UG (haftungsbeschrankt);1
Lapaero GmbH;RO! Holding GmbH;1
Lapaero GmbH;Silke Klu@ GmbH;1
Lapaero GmbH;UnternehmerTUM Projekt GmbH;1
Lapaero GmbH;Zent Investments UG (haftungsbeschrankt);1
Lars Lohie;AB1204 Verwaltungs GmbH;1
Lars Lohie;ABACON Invest GmbH;1
Lars Lohie;Alvio GmbH;1
Lars Lohie;BASHE Invest UG (haftungsbeschrankt);1
Lars Lohie;ENKRAFT VENTURE.partners AG;1
Lars Lohie;ENPAL B.V.;1
Lars Lohie;Entrix GmbH;1
Lars Lohie;GV Avente LLC;1
Lars Lohie;KRAFTWERK.ventures AG;1
Lars Lohie;Kleinschulz Invest UG (haftungsbeschrankt);1
Lars Lohie;Lino GmbH;1
Lars Lohie;Martin Siddiqui;1
Lars Lohie;PK Projects GmbH;1
Lars Lohie;Pelion Energy Holding GmbH;1
Lars Lohie;Philipp Trocha;1
Lars Lohie;Raeecuniel;1
Lars Lohie;Sebastian Schuon Investments GmbH;1
Lars Lohie;Sébastien Schikora;1
Lars Lohie;Valluga Capital GmbH;1
Lars Lohie;Wolfgang Ridinger;1
Lata Venture GmbH;Alexander Bernhard Lippert;1
Lata Venture GmbH;Anselm Bauer Invest GmbH;1
Lata Venture GmbH;Benjamin Giinther Invest GmbH;1
Lata Venture GmbH;Blue Impact Ventures UG;1
Lata Venture GmbH;DSR Ventures GmbH;1
Lata Venture GmbH;Dicki GmbH;1
Lata Venture GmbH;EMERGE VENTURE PARTNERS LP;1
Lata Venture GmbH;J. Cornelius GmbH;1
Lata Venture GmbH;Jiinger Invest UG;1
Lata Venture GmbH;La Famiglia Fonds! GmbH & Co. KG;1
Lata Venture GmbH;M. Yilmaz GmbH;1
Lata Venture GmbH;MJM Investments AG;1
Lata Venture GmbH;PDA Deutzclie one rales Digitalagentur GmbH;1
Lata Venture GmbH;Picus Capital GmbH;1
Lata Venture GmbH;Renaud Visage;1
Lata Venture GmbH;Renner Ventures & Philanthropies GmbH;1
Lata Venture GmbH;Riverton UG;1
Lata Venture GmbH;Sebastian Schuon Investments GmbH;1
Lata Venture GmbH;Wax Venture UG;1
Laura Kunze;Avantgarde Labs Ventures GmbH;1
Laura Kunze;Benjamin Krupop;1
Laura Kunze;Dr. Sabri Alamri;1
Laura Kunze;Dr. Tim Kunze;1
Laura Kunze;Fraunhofer Technologie-Transfer Fonds (FTTF) GmbH;1
Laura Kunze;Technologiegriinderfonds Sachsen Basic GmbH & Co. KG;1
Laurin Hainy;10K Ventures OU;1
Laurin Hainy;24S.ar.l.;1
Laurin Hainy;AKVaganza Unternehmergesellschaft (haftungsbeschrankt);1
Laurin Hainy;ALSP20 L.L.C.;1
Laurin Hainy;Bruce Wallace;1
Laurin Hainy;Calm Storm 1 EuVECA GmbH & Co. KG;1
Laurin Hainy;Cristobal Conde;1
Laurin Hainy;Dr. Axel Wieandt;1
Laurin Hainy;ENTREPRENEUR FIRST (GLOBAL) L.P.;1
Laurin Hainy;Entrepreneur First Operations Limited;1
Laurin Hainy;Esprit Nominees Limited;1
Laurin Hainy;Fin VC Regatta I, LP;1
Laurin Hainy;Founders First Capital GmbH;1
Laurin Hainy;Fufu Ventures UG (haftungsbeschrankt);1
Laurin Hainy;Guillaume Cabane;1
Laurin Hainy;Luca Ascani;1
Laurin Hainy;MJJ Invest GmbH;1
Laurin Hainy;Mark Ransford;1
Laurin Hainy;New Wave SASU;1
Laurin Hainy;PCN Ventures UG (haftungsbeschrankt);1
Laurin Hainy;Philippe Teixeira da Mota;1
Laurin Hainy;RJ Expeditions GmbH;1
Laurin Hainy;Scout VI-A, LLC;1
Laurin Hainy;Speedinvest Ill EUVECA GmbH & Co KG;1
Laurin Hainy;Stevan Lutz Invest UG (haftungsbeschrankt);1
Laurin Hainy;Tiny Fund Il, a series of Tiny Supercomputer Investment Companies, LP;1
Laurin Hainy;Tiny Il, a series of Continental Tiny Supercomputer Investment Companies, LP;1
Laurin Hainy;another.vc GmbH;1
Laurin Hainy;eNugget Ventures UG (haftungsbeschrankt);1
Laurin Hainy;wrapall UG (haftungsbeschrankt);1
Lear Javiv;AURA SAS;1
Lear Javiv;André Lanata;1
Lear Javiv;Antoine Pallois;1
Lear Javiv;Aperitus Limited;1
Lear Javiv;Artur Koop;1
Lear Javiv;BleM56 S.C.1.;1
Lear Javiv;Bruno Maisonnier;1
Lear Javiv;Cherry Ventures Fund IV GmbH & Co KG;1
Lear Javiv;Christian Dargnat;1
Lear Javiv;Deep Impact Investment Holding GmbH;1
Lear Javiv;EQT Ventures lI S.a r.l. SICAF-RAIF;1
Lear Javiv;FCPI Capital Invest PME 2019;1
Lear Javiv;FCPI Capital Invest PME 2020;1
Lear Javiv;FCPI Capital Invest PME 2021;1
Lear Javiv;FPCI Omnes Real Tech;1
Lear Javiv;Francesco Stortini;1
Lear Javiv;Geodesic S.A.S.;1
Lear Javiv;Habert Dassault Finance SAS;1
Lear Javiv;Héléne Huby;1
Lear Javiv;Interface Capital GmbH & Co. KG;1
Lear Javiv;Izzat Holdings Ltd.;1
Lear Javiv;Johannes Reijneveld;1
Lear Javiv;July Fund 22 GmbH & Co. KG;1
Lear Javiv;Karim Ganem;1
Lear Javiv;MHz2 Capital GmbH;1
Lear Javiv;Marc Postel-Vinay;1
Lear Javiv;Maru Winnacker;1
Lear Javiv;Najwa Naimy;1
Lear Javiv;Nils Bernhardt;1
Lear Javiv;Olivier Faure;1
Lear Javiv;Orbital Ventures S.C.A. SICAV-RAIF;1
Lear Javiv;Partech Entrepreneur Fund IV FPCI;1
Lear Javiv;Pierre Vinet;1
Lear Javiv;Pink Capital GmbH;1
Lear Javiv;Possible Ventures Il GmbH & Co KG;1
Lear Javiv;Priyanka Das;1
Lear Javiv;Prof. Dr. Dr. Ann-Kristin Achleitner;1
Lear Javiv;RRW Il Growth SLP;1
Lear Javiv;Romain Mabboux;1
Lear Javiv;Rymdkapital SPV TEC AB;1
Lear Javiv;SORIAK S.A.S.;1
Lear Javiv;Schlumberger Investment Services B.V.;1
Lear Javiv;Sebastien Ayton;1
Lear Javiv;Sebastien Reichstadt;1
Lear Javiv;Sonia Magniant;1
Lear Javiv;Temaris et associés SAS;1
Lear Javiv;The Nuga Trust;1
Lear Javiv;Thomas Nussmann;1
Lear Javiv;Vsquared Ventures GmbH & Co. KG;1
Lear Javiv;WMA Master VCC;1
Levent Altunel;Angel's Eye GmbH & Co. KG;1
Levent Altunel;Cameron James Hepburn;1
Levent Altunel;Casimir Investments UG (haftungsbeschrankt);1
Levent Altunel;Charles Songhurst;1
Levent Altunel;Cherry Ventures Fund IV GmbH & Co. KG;1
Levent Altunel;GFC Global Founders Capital GmbH;1
Levent Altunel;Ines Streimelweger;1
Levent Altunel;Julian Albert;1
Levent Altunel;MB Ventures GmbH;1
Levent Altunel;MH2 Capital GmbH;1
Levent Altunel;Mateusz Maciej Wronski;1
Levent Altunel;Phronesis UG (haftungsbeschrankt);1
